Rozmiar,Nr,Czas_us
10,1,5.308
10,2,3.353
10,3,4.051
10,4,4.051
10,5,4.121
100,1,57.061
100,2,49.309
100,3,49.589
100,4,49.868
100,5,54.827
1000,1,677.264
1000,2,763.17
1000,3,701.988
1000,4,684.946
1000,5,658.825
5000,1,3866.91
5000,2,3785.82
5000,3,4213.82
5000,4,4551.64
5000,5,3809.29
10000,1,8215.66
10000,2,8406.54
10000,3,8142.6
10000,4,8206.37
10000,5,8524.64
15000,1,13203.4
15000,2,13686.1
15000,3,13978.4
15000,4,12920.7
15000,5,13152.3
